sha,test_time,test_status,reduced_javamop_time,reduced_javamop_status,reduced_emop_time,reduced_emop_status,reduced_imop_time,reduced_imop_status,redundant_test_time,redundant_test_status,reduced_partial_javamop_time,reduced_partial_javamop_status,redundant_partial_test_time,redundant_partial_test_status,all_javamop_time,all_javamop_status,all_emop_time,all_emop_status,all_imop_time,all_imop_status,all_rts_javamop_time,all_rts_javamop_status
b950cc5738db6a5c20fb9186d118045a12dd3380,46771,0,108139,0,108025,0,113594,0,29081,0,0,0,0,0,162562,0,156338,0,162914,0,172976,0
d9363712a7a5fffa659be6e8eea7ed3dfbc3a1d4,44743,0,106045,0,106486,0,112392,0,28930,0,0,0,0,0,149618,0,166600,0,148043,0,163607,0
6104463050e5c54e890e872a5c04c3ab767dd30f,42410,0,106346,0,111335,0,101191,0,27913,0,0,0,0,0,153568,0,162335,0,170667,0,157130,0
f41e43fb3438ae159cbab8785133ba423b9aa852,39246,0,105363,0,113345,0,101020,0,26838,0,0,0,0,0,168716,0,164589,0,151226,0,149476,0
0f3a2de696924ca4c33dc86dea169efeace26a81,41057,0,107042,0,105062,0,104743,0,31206,0,0,0,0,0,166434,0,162128,0,151593,0,159344,0
c981f4cde7d4ac3bb2d0bfbe3cebffc729266329,42734,0,105141,0,109261,0,98437,0,29800,0,0,0,0,0,155823,0,152608,0,151870,0,159796,0
f7f49035f7254e8eb8a3437b0a1033c4cb472ac8,42495,0,108503,0,109916,0,101564,0,31420,0,0,0,0,0,178294,0,158665,0,162319,0,161000,0
3be3564397c4a5f5c2938f3aceaff29306444ecc,47279,0,107699,0,105511,0,110149,0,31399,0,0,0,0,0,169862,0,171841,0,164336,0,173620,0
f43948b76a7349561b512f6f4e9311dc8c368d5e,45416,0,105558,0,107751,0,93698,0,36619,0,0,0,0,0,177184,0,159793,0,171365,0,185221,0
b371f9cb6f5784d9aecc3139c3efde4f776e7b71,41431,0,103402,0,111625,0,103955,0,30019,0,0,0,0,0,169341,0,159939,0,168349,0,170312,0
686777452f1bb6ae621229d4a01de885c3d521e5,41220,0,103487,0,117388,0,103003,0,35916,0,0,0,0,0,153803,0,160933,0,160507,0,160348,0
62be5825660a549430c1c7d8aab7be8ebd2ed049,44719,0,106458,0,112747,0,101941,0,28187,0,0,0,0,0,167080,0,159271,0,171402,0,171124,0
