sha,test_time,test_status,reduced_javamop_time,reduced_javamop_status,reduced_emop_time,reduced_emop_status,reduced_imop_time,reduced_imop_status,redundant_test_time,redundant_test_status,reduced_partial_javamop_time,reduced_partial_javamop_status,redundant_partial_test_time,redundant_partial_test_status,all_javamop_time,all_javamop_status,all_emop_time,all_emop_status,all_imop_time,all_imop_status,all_rts_javamop_time,all_rts_javamop_status
376aa7df13adac30686086b27afc7e10be67cb59,1322,0,6411,0,6874,0,6590,0,1408,0,0,0,0,0,7046,0,6895,0,8540,0,8294,0
f45cb0be5a7d6992931848c428e7e67d285b72bd,1338,0,6763,0,10405,0,7319,0,1324,0,0,0,0,0,7063,0,9945,0,9685,0,8834,0
09f827e2656028f7c205cde9a4a06d4db8e3a8bc,1389,0,6730,0,9355,0,7902,0,1338,0,0,0,0,0,9532,0,2310,0,7442,0,8495,0
8b4d0d4560f09ca405d8f4dc71f5a247f4760886,2080,0,7712,0,7163,0,7763,0,2065,0,0,0,0,0,10695,0,10958,0,10903,0,13469,0
57822a00d4fd57d13e435f988206e513fcda9ec8,2097,0,6955,0,10024,0,8843,0,2128,0,0,0,0,0,13503,0,14020,0,13824,0,14411,0
b75e47ab34067b1b2c01c25e4cf2ccf6cd91574a,2117,0,7326,0,7403,0,8719,0,2126,0,0,0,0,0,13061,0,11623,0,11438,0,12848,0
56decce3d9cf9dec28aaf3299bd7c56e4ced982a,2159,0,8800,0,4170,0,7414,0,2109,0,0,0,0,0,14672,0,5018,0,14585,0,15005,0
f8bdf1d22ee8d10a31cf607a0c35877297bdba69,2143,0,8187,0,7386,0,9225,0,2114,0,0,0,0,0,12019,0,11940,0,14238,0,14743,0
0dbbfd79af9d8d1c80a8eb1917ce5c0b7ed46d10,2129,0,7181,0,7396,0,7300,0,2099,0,0,0,0,0,12156,0,13011,0,12577,0,13324,0
7ca843ee4f199c58710d457f1ef84abc144c8024,4904,0,17102,0,21516,0,19092,0,4807,0,0,0,0,0,278506,0,275557,0,280969,0,283432,0
e156e7334838bc5f7e70031706a18a1f09b35e10,5037,0,18622,0,19534,0,16908,0,5685,0,0,0,0,0,305109,0,2554,0,278252,0,284534,0
368520fc90079650bbde482249366c2e276c6e41,4817,0,16666,0,18997,0,17991,0,4838,0,0,0,0,0,269832,0,279028,0,281237,0,287949,0
ba997d692558602e915039b71fabed2e5e7bc316,5342,0,16608,0,19067,0,17855,0,4999,0,0,0,0,0,314614,0,286004,0,288127,0,286820,0
b1ed3249d04322fc696e9d132f521050f89468fb,5196,0,18693,0,4564,0,19297,0,5126,0,0,0,0,0,311292,0,8597,0,321064,0,314340,0
ab6e91f7a415aa787902649b5190be78c64cf6ef,5901,0,21865,0,20608,0,22464,0,5836,0,0,0,0,0,410524,0,395158,0,435567,0,423104,0
63dd152ada8ce9580bfaba7ef97208cc26777309,5817,0,26839,0,4671,0,23650,0,5774,0,0,0,0,0,405273,0,9473,0,407212,0,419745,0
addb53f3a9d1b417dc10d63d5c475220357aa9fb,5838,0,22548,0,3439,0,23392,0,6810,0,0,0,0,0,415301,0,2614,0,418751,0,403617,0
77b617dc3da076645bfab6b5f92df721cacaca67,4515,0,15019,0,18971,0,17428,0,4241,0,0,0,0,0,256656,0,278597,0,262086,0,258799,0
678686df0b8038ad58499f11ac1d889d524a1eb5,4572,0,16241,0,14936,0,16559,0,4249,0,0,0,0,0,267344,0,262165,0,260490,0,261725,0
a4e364a94db0a662ef47b59a217b7653e2cf150a,4217,0,15737,0,16518,0,16699,0,4537,0,0,0,0,0,258831,0,271714,0,264267,0,263918,0
5a2b9da9dfcdc9d59d54d66c7e50c5827aa46034,4480,0,15954,0,15542,0,17109,0,4233,0,0,0,0,0,269890,0,263216,0,250973,0,264991,0
ed7973a4731b4a458ab779756728f08954a0a224,4320,0,16874,0,15473,0,16925,0,4449,0,0,0,0,0,278123,0,2691,0,266252,0,280388,0
1df1e6aec1c28934126ea9517b392090036ff4ba,4498,0,14454,0,18768,0,18054,0,4213,0,0,0,0,0,264400,0,280975,0,254975,0,280159,0
56d1a6a98fcd4e61c446282bccbeefe36a50c778,4739,0,15430,0,16471,0,14416,0,4754,0,0,0,0,0,265200,0,271762,0,281941,0,269711,0
d28208beaff15c6c4922da8f35186162c8dc9ba6,4885,0,13890,0,15542,0,15934,0,4746,0,0,0,0,0,271744,0,254464,0,277891,0,278239,0
0ff91d51543d1585919fe7409491de40de0fd5c5,4738,0,15652,0,16878,0,15640,0,4757,0,0,0,0,0,264697,0,269541,0,267218,0,292412,0
56df8bd6484a0f5d2332f716162eea31abff4f68,5462,0,13984,0,19994,0,15768,0,5678,0,0,0,0,0,304025,0,305944,0,277749,0,303705,0
7be3593656cab52263504fe8b3e47df01bc02fe5,5390,0,15846,0,14737,0,16379,0,5597,0,0,0,0,0,284456,0,271697,0,301415,0,290693,0
154f07602b353af38dc6736599938aa65c970f8c,5162,0,13885,0,15728,0,17232,0,5045,0,0,0,0,0,291862,0,300127,0,282863,0,286336,0
