sha,test_time,test_status,ekstazi_time,ekstazi_status
ff8974afb88ba6255f331ac743aca106eaf8d332,1804,0,6433,0
251c86a24a8a5b89cea79a545f96c1329cfe4f59,1813,0,1533,0
974f006c51b7851b9d011b686613c5580a8d91c3,1811,0,1485,0
030cbebf89ab8527607903e173c8d176d7ffc55a,1789,0,1488,0
50d7d590d947f001268b7a6248020e5f2f447a36,1803,0,1477,0
